X$KEWX_SEGMENTS|kernel event workload sysaux segments
X$KEXSVFU|kernel event EM express service feature usage
X$KEXSVUS|kernel event EM express service usage statistics
X$KFALS|kernel ASM alias
X$KFBF|kernel ASM block file
X$KFBH|kernel ASM block headers
X$KFBTYP|kernel ASM block types
X$KFCBH|kernel ASM cache buffer hashtable
X$KFCCE|
X$KFCLLE|kernel ASM cache last(?) lock elements
X$KFCSGA|kernel ASM cache SGA(?). contains statistics
X$KFCSTAT|kernel ASM cache statistics
X$KFCTE|kernel ASM cache type (of) events
X$KFCTET|kernel ASM cache type (of) events table
X$KFCTET_DELTA|kernel ASM cache type (of) events table delta
X$KFDAP|
X$KFDAT|kernel ASM disk allocation table
X$KFDDD|
X$KFDFS|
X$KFDPARTNER|kernel ASM disk partner
X$KFDSD|
X$KFDSK|kernel ASM disk
X$KFDSK_SPARSE|kernel ASM disk sparse
X$KFDSK_SPARSE_STAT|kernel ASM disk sparse statistics
X$KFDSK_STAT|kernel ASM disk statistics
X$KFDSR|
X$KFDXEXT|
X$KFENV|kernel ASM environment(?). DG attributes
X$KFFG|kernel ASM filegroup
X$KFFGF|kernel ASM filegroup file
X$KFFGPT|kernel ASM filegroup property
X$KFFIL|kernel ASM file
X$KFFIL_SPARSE|kernel ASM file sparse
X$KFFOF|kernel ASM file open files
X$KFFSCRUB|kernel ASM file scrub
X$KFFXP|kernel ASM file extent map
X$KFGBRB|kernel ASM (disk)group rebalance
X$KFGBRC|
X$KFGBRS|
X$KFGBRW|
X$KFGMG|kernel ASM (disk)group management. all operations.
X$KFGRP|kernel ASM (disk)group. performs disk discovery.
X$KFGRP_SPARSE|kernel ASM (disk)group sparse
X$KFGRP_STAT|kernel ASM (disk)group statistics. does not perform disk discovery.
X$KFGXP|kernel ASM get transaction (work estimate of) operations 
X$KFIAS_CLNT|kernel ASM remote IO server client
X$KFIAS_FILE|kernel ASM remote IO server file
X$KFIAS_PROC|kernel ASM remote IO server process
X$KFIPCOMPAT|
X$KFKID|kernel ASM ? identifier. ASM device statistics.
X$KFKLIB|kernel ASM ? library
X$KFKLSOD|kernel ASM ? library used (on) open (disk) devices
X$KFMDGRP|kernel ASM monitor disk group (master and membership)
X$KFNCL|kernel ASM network clients
X$KFNCWCL|kernel ASM networking cluster ? client
X$KFNDIOSPRS|kernel ASM networking disk IO statistics sparse
X$KFNRCL|kernel ASM networking remote clients
X$KFNSDSKIOST|kernel ASM networking server disk IO statistics 
X$KFQG|kernel ASM quota group
X$KFRC|kernel ASM recovery COD
X$KFTMTA|kernel ASM template
X$KFVACFS|kernel ASM volume ACFS filesystem
X$KFVACFSA|kernel ASM volume ACFS autoresize
X$KFVACFSADMIN|kernel ASM volume ACFS (security) admin
X$KFVACFSCMDRULE|kernel ASM volume ACFS (security) command rule
X$KFVACFSENCR|kernel ASM volume ACFS encryption
X$KFVACFSREALM|kernel ASM volume ACFS (security) realm
X$KFVACFSREALMFILTER|kernel ASM volume ACFS (security) realm filter
X$KFVACFSREALMGROUP|kernel ASM volume ACFS (security) realm group
X$KFVACFSREALMS|kernel ASM volume ACFS (security) realms
X$KFVACFSREALMUSER|kernel ASM volume ACFS (security) real user
X$KFVACFSREPL|kernel ASM volume ACFS replication
X$KFVACFSREPLTAG|kernel ASM volume ACFS replication tag
X$KFVACFSRULE|kernel ASM volume ACFS rule
X$KFVACFSRULESET|kernel ASM volume ACFS ruleset 
X$KFVACFSRULESETRULE|kernel ASM volume ACFS ruleset rule
X$KFVACFSS|kernel ASM volume ACFS snapshot
X$KFVACFSTAG|kernel ASM volume ACFS tag
X$KFVACFSV|kernel ASM volume ACFS volume
X$KFVOFS|
X$KFVOFSV|
X$KFVOL|kernel ASM volume
X$KFVOLSTAT|kernel ASM volume statistics
X$KFZGDR|kernel ASM security group (to) diskgroup
X$KFZPBLK|kernel ASM security password (file) blocknumbers
X$KFZUAGR|kernel ASM security user (to) ASM (file) access group
X$KFZUDR|kernel ASM security user (to) diskgroup 
X$KGHLU|kernel generic heap least recently used
X$KGICC|kernel generic instantiation cursor cache (session)
X$KGICS|kernel generic instantiation cursor (cache) system wide
X$KGLAU|kernel generic library cache authorization
X$KGLDP|kernel generic library cache dependency
X$KGLJMEM|kernel generic library cache java memory. used by library cache java simulator
X$KGLJSIM|kernel generic library cache java simulator
X$KGLLC|kernel generic library cache latch cleanup
X$KGLLK|kernel generic library cache lock
X$KGLMEM|kernel generic library cache memory. used by library cache simulator
X$KGLNA|kernel generic library cache name. text of sql cursors only
X$KGLNA1|kernel generic library cache name. text of sql cursors only
X$KGLOB|kernel generic library cache object
X$KGLOBXML|kernel generic library cache object xml (version of x$kglob)
X$KGLPN|kernel generic library cache pin
X$KGLRD|kernel generic library cache readonly dependency
X$KGLSIM|kernel generic library cache simulator
X$KGLSN|kernel generic library cache schema number. number (kglntsnm) is user$.user#
X$KGLST|kernel generic library cache statistics
X$KGLTR|kernel generic library cache translation
X$KGLXS|kernel generic library cache access table
X$KGSCC|kenrel generic session cursor cache
X$KGSKASP|kernel generic service resource manager active session pool
X$KGSKCFT|kernel generic service resource manager consumer group ? statistics
X$KGSKCP|kernel generic service resource manager cpu method
X$KGSKDOPP|kernel generic service resource manager degree of parallellism policy
X$KGSKMEMINFO|kernel generic service resource manager memory information. doesn't seem to be populated by default.
X$KGSKNCFT|kernel generic service resource manager named classes ? statistics(?)
X$KGSKPDBFT|kernel generic service resource manager PDB ? statistics
X$KGSKPDBHISTFT|kernel generic service resource manager PDB historic ? statistics
X$KGSKPFT|kernel generic service resource manager plan ? statistics
X$KGSKPP|kernel generic service resource manager plan policy
