Ldi|date/time conversion
kzxm|XS Administrative operation
kzxm_check_permission|XS_ADMIN_INT.CHECK_PERMISSION
kzxm_create_dependency|XS_ADMIN_INT.CREATE_DEPENDENCY
kzxm_create_entity|XS_ADMIN_INT.CREATE_ENTITY
kzxm_delete_dependency|XS_ADMIN_INT.DELETE_DEPENDENCY
kzxm_delete_entity|XS_ADMIN_INT.DELETE_ENTITY
kzxm_get_entity_id|XS_ADMIN_INT.GET_INTITY_ID
kzxm_invalidate_entity|XS_ADMIN_INT.INVALIDATE_ENTITY
kzxm_validate_entity_name|XS_ADMIN_INT.VALIDATE_ENTITY_NAME
kzxaud_tc_admin_audit|XS_ADMIN_INT.ADMIN_AUDIT_INTERNAL
kzxnt|XS Namespace template
kzxpTcCheckXSCallback|DBMS_XS_SYSTEM_FFI.CHECK_XSCALLBACK
kzxpTcCheckXSProv|DBMS_XS_SYSTEM_FFI.CHECK_XSPROVISION
kzxpTcSetXSAclResultSize|DBMS_XS_SYSTEM_FFI.SET_XS_ACL_RESULT_SIZE
kzxs|XS Session
kzxsTcAddGlobalCallback|DBMS_XS_SESSIONS_FFI.ADD_GLOBAL_CALLBACK
kzxuTcAddProxyToSchema|XS_PRINCIPAL_INT.ADD_PROXY_TO_SCHEMA_INTERNAL
kzxsTcAssignUser|DBMS_XS_SESSIONS_FFI.ASSIGN_USER
kzxsTcAttachSession|DBMS_XS_SESSIONS_FFI.ATTACH_SESSION
kzxsTcCreateAttribute|DBMS_XS_SESSIONS_FFI.CREATE_ATTRIBUTE
kzxsTcCreateNamespace|DBMS_XS_SESSIONS_FFI.CREATE_NAMESPACE
kzxsTcCreateSession|DBMS_XS_SESSIONS_FFI.CREATE_SESSION
kzxsTcDelGlobalCallback|DBMS_XS_SESSIONS_FFI.DELETE_GLOBAL_CALLBACK
kzxsTcDeleteAttribute|DBMS_XS_SESSIONS_FFI.DELETE_ATTRIBUTE
kzxsTcDeleteNamespace|DBMS_XS_SESSIONS_FFI.DELETE_NAMESPACE
kzxsTcDestroySession|DBMS_XS_SESSIONS_FFI.DESTROY_SESSION
kzxsTcDetachSession|DBMS_XS_SESSIONS_FFI.DETACH_SESSION
kzxsTcDisableRole|DBMS_XS_SESSIONS_FFI.DISABLE_ROLE
kzxsTcEnableRole|DBMS_XS_SESSIONS_FFI.ENABLE_ROLE
kzxsTcGetAttribute|DBMS_XS_SESSIONS_FFI.GET_ATTRIBUTE
kzxsTcGetSIDforCookie|DBMS_XS_SESSIONS_FFI.GET_SESSIONID_FROM_COOKIE
kzxsTcReauthenticateSession|DBMS_XS_SESSIONS_FFI.REAUTH_SESSION
kzxuTcRemoveProxyFromSchema|XS_PRINCIPAL_INT.RM_PROXY_FROM_SCHEMA_INTERNAL
kzxsTcResetAttribute|DBMS_XS_SESSIONS_FFI.RESET_ATTRIBUTE
kzxsTcSaveSession|DBMS_XS_SESSIONS_FFI.SAVE_SESSION
kzxsTcSetAttribute|DBMS_XS_SESSIONS_FFI.SET_ATTRIBUTE
kzxsTcSetCookie|DBMS_XS_SESSIONS_FFI.SET_SESSION_COOKIE
kzxsTcSetDefaultWS|XS_ADMIN_UTIL.SET_DEFAULT_WORKSPACE_UGA
kzxuTcSetPassword|XS_PRINCIPAL_INT.SET_PASSWORD_INTERNAL
kzxsTcSetInactiveTimeout|DBMS_XS_SESSIONS_FFI.SET_INACTIVITY_TIMEOUT
kzxuTcSetProfile|XS_PRINCIPAL_INT.SET_PROFILE_INTERNAL
kzxuTcSetUserStatus|XS_PRINCIPAL_INT.SET_USER_STATUS_INTERNAL
kzxuTcSetVerifier|XS_PRINCIPAL_INT.SET_VERIFIER_INTERNAL
kzxsTcSwitchUser|DBMS_XS_SESSIONS_FFI.SWITCH_USER
kzxsTcUpdGlobalCallback|DBMS_XS_SESSIONS_FFI.ENABLE_GLOBAL_CALLBACK
kzxsidp_tc_doDHExchange|DBMS_XS_SIDP.DOHEXCHANGE
kzxsidp_tc_fixDHKeySize|DBMS_XS_SIDP.FIXDHKEYSIZE
kzxsp|XS Security Class
kzxutilErr|XS_ADMIN_UTIL.RAISE_ERROR (?)
kzxutilValidateDBuser|XS_ADMIN_UTIL.VALIDATE_DB_USER
kzxutilValidateObjectName|XS_ADMIN_UTIL.VALIDATE_DB_OBJECT_NAME
lis|PLSQL_KG_Interface
lnxn2copt|converts an oracle number to a character string with option for padding
lnxn2coptg|with nls global
lnxqchk|private number check function
main|general c starting function
md|spatial
mdgr|spatial georaster
mdr|spatial indexing
msqima|generating sql statements
msqimb|generating sql statements
msqrxq|make sql for remote execution
n|network
na|authentication
nau_ctl|aUthentication ConTroL
nazslon|Zecurity Log ON
nco|network connection
ncodfa|definition allocation, allocate a new ncodef
ncrorou|receive OUT arguments for specified procedure
ncrsrend|end record
ncrsrwrt|Record WRiTe output buffer
ni|interface
nio|operating system dependent networking
nioqrc|receive
nioqwa|wait
nl|library
nn|names
npi|network program interface
npiall|use bundled execution
npiane|add new nco entry
npicom|old style commit
npidri0|driver common
npidsc|DiSConnect
npierr|check for errors requiring ksesec, also reacquire DX lock
npil|local
npitcc|Test/Clear connections
npixfr|transfer
ns|session
nscon|connect
nsdo|execute network session operation. NS protocol engine
nsevdansw|event deferred: complete deferred nsanswer operation
nsevrec|record: record event occurence
nsevwait|wait: wait for event notification on all registered connections
nso|SQL Transformation
nsprecv|receive packet from network transport layer
nsrdr|packet reader
nt|transport
ntm|mailbox
ntp|ipc
ntt|tcp/ip
ntt2err|error procedure
nttrd|basic read
ntus|unix domain sockets
ntz|SSL
nu|trace route utility
nz|security
oba|operator buffer allocation
oci|oracle call interface
ociextp|PLSQL External proc
opi|oracle program interface
opiSem|semantic analysis driver
opiamr|archival and media recovery
opicca|clear context area
opiclo|close cursor
opidcl|cleanup after the sqlnet connection is terminated
opidr|route current request
opidrv|driver, entry side into two task interface
opidsa|array describe locals
opiefn|execute function (?)
opiexe|execute
opifch2|main routine
opifch|oracle side of the fetch interface
opifcr|fetch callback - fetch a row?
opifcs|free cursors by session close
opigln|get long column
opiino|initialize opi
opikndf2|OPIINO: Kernel route which sits on top of the SQL*Net
opilof|log off
opilon|log on
opimai|main
opiodr|oracle code request driver, route the current request
opiomc|map cursor
opiope|open cursor
opiosq0|prepare to parse a cursor
opipls|contains opi bundled call executor and support routines
opiprs|parse
opirip|run independent process. initializes fixed-PGA in RAM and SQL layers.
opistp|stop oracle
opistr|start oracle
opitca|sets up context area
opitsk|two task function dispatcher
opiul|direct loader
orp|oracle external pickler/opaque type interface
ort|OBJECTS Types
osn|Two Task
oss|oracle storage server
ossconf|configuration
osssec|security
p2c|PLSQL PSD standalones
par|PLSQL KG interface
pb|PLSQL code execution
pbbbl|PBREAK.PBBBL SET_BREAK_LINE
pbbdb|PBREAK.PBBDB DISABLE_BREAKPOINT
pbbeb|PBREAK.PBBEB ENABLE_BREAKPOINT
pbbevent|PBREAK.PBBEVENT GET_CURRENT_EVENT
pbbglm|PBREAK.PBBGLM GET_LINE_MAP
pbbgln|PBREAK.PBBGLN GET_CURRENT_INFO
pbbgpf|PBREAK.PBBGPF GET_DEBUG_FLAGS
pbbhs|PBREAK.PBBHS GET_LU
pbbibacktrace|PBREAK.PBBIBACKTRACE PRINT_BACKTRACE
pbbibreakpoints|PBREAK.PBBIBREAKPOINTS PRINT_BREAKPOINTS
pbbicdvck|PBREAK.ICDVCK INTERNAL_VERSION_CHECK
pbbicdisexe|PBREAK.PBBICDISEXE IS_EXECUTABLE
pbbiget|PBREAK.PBBIGET GET_SCALAR
pbbigindexes|PBREAK.PBBIGINDEXES GET_INDEXES
pbbilspkgs|PBREAK.PBBILSPKGS PRINT_BACKTRACE
pbbiset|PBREAK.PBBISET SET_VALUE
pbbopt|PBREAK.PBBOPT SET_NUMERIC_OPTION GET_NUMERIC_OPTION
pbbpbs|PBREAK.PBBPBS PRINT_BREAKPOINTS
pbbpsl|PBREAK.PBBPSL PRINT_SOURCE (_LINE?)
pbbpslf|PBREAK.PBBPSLF PRINT_FRAME_SOURCE
pbbrb|PBREAK.PBBRD DELETE_BREAKPOINT
pbbsd|PBREAK.PBBSD SET_DEBUG
pbbspf|PBREAK.PBBSPF SET_DEBUG_FLAGS
pbcov3gsct|DBMS_PLSQL_CODE_COVERAGE.PBCOV3GSCT START_COVERAGE
pbcov3gstt|DBMS_PLSQL_CODE_COVERAGE.PBCOV3GSTT STOP_COVERAGE
pbp3g|dbms_profiler
pbp3gfpd|DBMS_PROFILER.PBP3GFPD FLUSH_PROFILER FLUSH_DATA
pbp3gkcb|DBMS_PROFILER.PBP3GKCB GET_VERSION
pbp3gpp|DBMS_PROFILER.PBP3GPP PAUSE_PROFILER
pbp3grp|DBMS_PROFILER.PBP3GRP RESUME_PROFILER
pbp3gsrp|DBMS_PROFILER.PBP3GSRP START_PROFILER
pbp3gstp|DBMS_PROFILER.PBP3GSTP STOP_PROFILER
pbp3gvck|DBMS_PROFILER.PBP3GVCK INTERNAL_VERSION_CHECK
pbs|KNLDE
pbt3g|dbms_trace
pbt3gco|DBMS_TRACE.PBT3GCO COMMENT_PLSQL_TRACE
pbt3glm|DBMS_TRACE.PBT3GLM LIMIT_PLSQL_TRACE
pbt3gmt|DBMS_TRACE.PBT3GMT SET_OR_CLEAR_TRACE
pbt3grn|DBMS_TRACE.PBT3GRN GET_PLSQL_TRACE_RUNNUMBER
pbt3gtl|DBMS_TRACE.PBT3GTL GET_PLSQL_TRACE_LEVEL
pbt3gvck|DBMS_TRACE.PBT3GVCK INTERNAL_VERSION_CHECK
pci|PLSQL infrastructure
pckl|dbms_pickler
pcklfdo|DBMS_PICKLER.GET_FORMAT_BUFFER
pcklfun|DBMS_JAVA_TEST.CALL_STATIC_JAVA_METHOD
pckltds|DBMS_PICKLER.GET_DESCRIPTORS
pckltds2|DBMS_PICKLER.GET_DESCRIPTORS
pckltds3|DBMS_PICKLER.GET_DESCRIPTORS
pckltds4|DBMS_PICKLER.GET_DESCRIPTORS
pcklupd|DBMS_PICKLER.UPDATE_THRU_REF
pcm|PLSQL infrastructure
pd|PLSQL code execution
pdlifu|internal entrypoint for the PL/SQL code generator
pdn|COG native
pdt|IDL; type generator
pdtidc|PL/SQL Diana IDL to PL/SQL intermediate code IDL translator
pdtimb|PL/SQL intermediate code IDL translator block module
pdtist|PL/SQL intermediate code IDL translator statement support
pdtitf|interested in finding the base
pdw|COG IDL gen
pdx|COG optimizer
pdy|COG MCode gen
pdz|COG infrastructure
pe|PLSQL code execution
pef|external proc
peftrusted|execute a trusted callout
peibp|PLSQL KNLDE
peicnt|PL/SQL Controlled execution
pes|Shared Object Manager
pesacos|STANDARD.PESACOS ACOS
pesasin|STANDARD.PESASIN ASIN
pesatn2|STANDARD.PESATN2 ATAN2
pesblt|built in interpreter
pesdbtz|STANDARD.PESDBTZ DBTIMEZONE
pesguid|STANDARD.PESGUID SYS_GUID
pesld|Native Code Loader
pesn2dsi|STANDARD.PESN2DSI NUMTODSINTERVAL
pesn2ymi|STANDARD.PESN2YMI NUMTOYMINTERVAL
pessdt|STANDARD.PESSDT SYSDATE
pessdx|STANDARD.PESSDX SOUNDEX
pessts|STANDARD.PESSTS SYSTIMESTAMP
pessysctx2|STANDARD.PESSYSCTX2 SYS_CONTEXT
pessysctx3|STANDARD.PESSYSCTX3 SYS_CONTEXT
pesuen|STANDARD.PESUEN USERENV
pesxco|STANDARD.PESXCO NLSSORT
pesxcp|STANDARD.PESXCP NLS_INITCAP
pesxlo|STANDARD.PESXLO NLS_LOWER
pesxlt|STANDARD.PESXLT TRANSLATE
pesxup|STANDARD.PESXUP NLS_UPPER
pextproc|pefm call external procedure
pf|PLSQL Code Execution
pfri|plsql runtime
pfrrun|Interpreter Main Instruction Loop
pfrrun_no_tool|fast interpretation loop
pfrsqc|callbacks for array sql and dml with returning
pgm|PLSQL ILMS
ph|PLSQL infrastructure
ph1|syntax
ph2|semantics phase 2
ph2blo|idl node D_BLOCK, D_DECL
ph2gbi|initialize bind variable type information
ph2its|process items
ph2obl|outermost block, outermost D_BLOCK in a body
ph2qlb|perform a schema.table lookup
ph2qlk|lookup the set of tables in a from clause in a database
ph2qqx|IDL node Q_EXP
ph2qs2|sql routines
ph2qst|main routine for sql statements, IDL node Q_SQL_ST
ph2qtx|IDL class TAB_EXP
ph2sbo|IDL node D_S_BODY
ph2sms|process statements
ph2uni|IDL class UNIT_BODY
pha|PLSQL semantics
phdr|PLSQL KG interface
phn|PLSQL semantics
pi|PLSQL apps
pico|utl_compress support
picomplz|UTL_COMPRESS.LZ_COMPRESS_I
picompulz|UTL_COMPRESS.LZ_UNCOMPRESS
pien|utl_encode support
pienc264|UTL_ENCODE.BASE64_ENCODE_I
pienc2m|UTL_ENCODE.MIMEHEADER_ENCODE_I
pienc2qp|UTL_ENCODE.QUOTED_PRINTABLE_ENCODE_I
pienc2t|UTL_ENCODE.TEXT_ENCODE_I
pienc2uu|UTL_ENCODE.UUENCODE_I
piencf64|UTL_ENCODE.BASE64_DECODE_I
piencfm|UTL_ENCODE.MIMEHEADER_DECODE_I
piencfqp|UTL_ENCODE.QUOTED_PRINTABLE_DECODE_I
piencft|UTL_ENCODE.TEXT_DECODE_I
piencfuu|UTL_ENCODE.UUDECODE_I
pifi|utl_file support
pifiat|UTL_FILE.FGETATTR_I
pifica|UTL_FILE.FCLOSE_ALL_I
pificl|UTL_FILE.FCLOSE_I
pificp|UTL_FILE.FCOPY_I
pififl|UTL_FILE.FFLUSH_I
pifigch|UTL_FILE.FOPEN_NCHAR_I
pifigl|UTL_FILE.GET_LINE_I
pifigr|UTL_FILE.GET_LINE_RAW_I
pifiio|UTL_FILE.FIS_OPEN_I
pifimv|UTL_FILE.FRENAME_I
pifinl|UTL_FILE.NEW_LINE_I
pifiop|UTL_FILE.FOPEN_I
pifipo|UTL_FILE.FGETPOS_I
pifipr|UTL_FILE.PUT_RAW_I
pifipu|UTL_FILE.PUT_BUFFER_I
pifirm|UTL_FILE.FREMOVE_I
pifisk|UTL_FILE.FSEEK_I
pigd|utl_gdk support
pigdkmn|UTL_GDK.MAP_NAME_I
piht|utl_http support
pihtca|UTL_HTTP.ADD_COOKIE
pihtcc|UTL_HTTP.GET_COOKIE_COUNT
pihtcf|UTL_HTTP.GET_FIRST_COOKIE
pihtcn|UTL_HTTP.GET_NEXT_COOKIE
pihtcrc|UTL_HTTP.CREATE_REQUEST_CONTEXT
pihtcx|UTL_HTTP.CLEAR_COOKIES
pihtdrc|UTL_HTTP.DESTROY_REQUEST_CONTEXT
pihtgbcs|UTL_HTTP.GET_BODY_CHARSET
pihtgbcsf|UTL_HTTP.GET_BODY_CHARSET
pihtgces|UTL_HTTP.GET_CONTENT_ENCODING_SUPPORT
pihtgcksp|UTL_HTTP.GET_COOKIE_SUPPORT
pihtgdc|UTL_HTTP.GET_DETAILED_SQLCODE
pihtgdm|UTL_HTTP.GET_DETAILED_SQLERRM
pihtgec|UTL_HTTP.GET_RESPONSE_ERROR_CHECK
pihtges|UTL_HTTP.GET_DETAILED_EXCP_SUPPORT
pihtgfrd|UTL_HTTP.GET_FOLLOW_REDIRECT
pihtgpcsp|UTL_HTTP.GET_PERSISTENT_CONN_SUPPORT
pihtgpxy|UTL_HTTP.GET_PROXY
pihtgtxto|UTL_HTTP.GET_TRANSFER_TIMEOUT
pihtgw|UTL_HTTP.GET_WALLET
pihtinit|UTL_HTTP.INITIALIZE
pihtnc|UTL_HTTP.GET_PERSISTENT_CONN_COUNT
pihtnf|UTL_HTTP.GET_FIRST_PERSISTENT_CONN
pihtnn|UTL_HTTP.GET_NEXT_PERSISTENT_CONN
pihtnx|UTL_HTTP.CLOSE_PERSISTENT_CONN
pihtpa|UTL_HTTP.GET_AUTHENTICATION
pihtpbcs|UTL_HTTP.SET_RESP_BODY_CHARSET
pihtpc|UTL_HTTP.GET_HEADER_COUNT
pihtpe|UTL_HTTP.END_RESPONSE
pihtpg|UTL_HTTP.GET_RESPONSE
pihtph|UTL_HTTP.GET_HEADER
pihtpl|UTL_HTTP.READ_LINE
pihtpn|UTL_HTTP.GET_HEADER_BY_NAME
pihtpr|UTL_HTTP.READ_RAW
pihtpr_ptr|UTL_HTTP.READ_RAW_PTR
pihtpt|UTL_HTTP.READ_TEXT
pihtqa|UTL_HTTP.SET_AUTHENTICATION
pihtqbcs|UTL_HTTP.SET_REQ_BODY_CHARSET
pihtqces|UTL_HTTP.SET_REQ_CONTENT_ENC_SUPPORT
pihtqcksp|UTL_HTTP.SET_COOKIE_SUPPORT
pihtqe|UTL_HTTP.END_REQUEST
pihtqec|UTL_HTTP.SET_REQ_RESPONSE_ERROR_CHECK
pihtqfrd|UTL_HTTP.SET_FOLLOW_REDIRECT
pihtqg|UTL_HTTP.BEGIN_REQUEST_I
pihtqh|UTL_HTTP.SET_HEADER
pihtql|UTL_HTTP.WRITE_LINE
pihtqp|UTL_HTTP.SET_PROPERTY
pihtqpc|UTL_HTTP.SET_REQ_PERSISTENT_CONN
pihtqt|UTL_HTTP.WRITE_TEXT
pihtqtxto|UTL_HTTP.SET_REQ_TRANSFER_TIMEOUT
pihtqw|UTL_HTTP.WRITE_RAW
pihtsbcs|UTL_HTTP.SET_BODY_CHARSET
pihtsces|UTL_HTTP.SET_CONTENT_ENCODING_SUPPORT
pihtscksp|UTL_HTTP.SET_COOKIE_SUPPORT
pihtsec|UTL_HTTP.SET_RESPONSE_ERROR_CHECK
pihtses|UTL_HTTP.SET_DETAILED_EXCP_SUPPORT
pihtsfrd|UTL_HTTP.SET_FOLLOW_REDIRECT
pihtspcsp|UTL_HTTP.SET_PERSISTENT_CONN_SUPPORT
pihtspxy|UTL_HTTP.SET_PROXY
pihtstxto|UTL_HTTP.SET_TRANSFER_TIMEOUT
pihtsw|UTL_HTTP.SET_WALLET
pii18n|utl_i18n support
pii18n_common_list|UTL_I18N.COMMON_LIST_I
pii18n_get_max_character_size|UTL_I18N.GET_MAX_CHARACTER_SIZE
pii18n_get_translation|UTL_I18N.GET_TRANSLATION_I
pii18nc2|UTL_I18N.CONVERT2_CHAR CONVERT2_NCHAR
pii18ncc|UTL_I18N.CONVERT_CHAR CONVERT_NCHAR
pii18nch|UTL_I18N.GET_CHARSET_HANDLE
pii18ncr|UTL_I18N.CONVERT_RAW
pii18ncv|UTL_I18N.CNV_XML_SQL
pii18ndc|UTL_I18N.GET_DEFCHARSET
pii18ninit|UTL_I18N.INITIALIZE
pii18ner|UTL_I18N.ESCAPE_REF_I
pii18nm2|UTL_I18N.MAP_NAME_II
pii18nme|UTL_I18N.MAP_EMAIL
pii18nmn|UTL_I18N.MAP_NAME_I
pii18ntr|UTL_I18N.TRANSLITERATE
pii18nue|UTL_I18N.UNESCAPE_REFERENCE
pii18nvce|UTL_I18N.VALIDATE_CHARACTER_ENCODING
pii18nvce_clob|UTL_I18N.VALIDATE_CHARACTER_ENCODING
pii18nvd|UTL_I18N.VALIDATE_SQLNAME
piin|utl_inaddr support
piinadgha|UTL_INADDR.GET_HOST_ADDRESS_I
piinadghn|UTL_INADDR.GET_HOST_NAME_I
pilm|utl_lms support
pilmsfm|UTL_LMS.FORMAT_MESSAGE
pilmsgm|UTL_LMS.GET_MESSAGE
pinl|utl_nla support
pinlaB_daxpy|UTL_NLA.BLAS_AXPY_
pinlaB_idamax|UTL_NLA.BLAS_IAMAX_
pinlaB_dasum|UTL_NLA.BLAS_ASUM_
pinlaB_dcopy|UTL_NLA.BLAS_COPY_
pinlaB_dgbmv|UTL_NLA.BLAS_GBMV_
pinlaB_dgemm|UTL_NLA.BLAS_GEMM_
pinlaB_dgemv|UTL_NLA.BLAS_GEMV_
pinlaB_dger|UTL_NLA.BLAS_GER_
pinlaB_ddot|UTL_NLA.BLAS_DOT_
pinlaB_dnrm2|UTL_NLA.BLAS_NRM2_
pinlaB_drot|UTL_NLA.BLAS_ROT_
pinlaB_drotg|UTL_NLA.BLAS_ROTG_
pinlaB_dsbmv|UTL_NLA.BLAS_SBMV_
pinlaB_dscal|UTL_NLA.BLAS_SCAL_
pinlaB_dspmv|UTL_NLA.BLAS_SPMV_
pinlaB_dspr|UTL_NLA.BLAS_SPR_
pinlaB_dspr2|UTL_NLA.BLAS_SPR2_
pinlaB_dswap|UTL_NLA.BLAS_SWAP_
pinlaB_dsymm|UTL_NLA.BLAS_SYMM_
pinlaB_dsymv|UTL_NLA.BLAS_SYMV_
pinlaB_dsyr|UTL_NLA.BLAS_SYR_
pinlaB_dsyr2|UTL_NLA.BLAS_SYR2_
pinlaB_dsyr2k|UTL_NLA.BLAS_SYR2K_
pinlaB_dsyrk|UTL_NLA.BLAS_SYRK_
pinlaB_dtbsm|UTL_NLA.BLAS_TBMV_
pinlaB_dtbsv|UTL_NLA.BLAS_TBSV_
pinlaB_dtprv|UTL_NLA.BLAS_TPMV_
pinlaB_dtpmv|UTL_NLA.BLAS_TPMV_
pinlaB_dtpsv|UTL_NLA.BLAS_TPSV_
pinlaB_dtrmm|UTL_NLA.BLAS_TRMM_
pinlaB_dtrmv|UTL_NLA.BLAS_TRMV_
pinlaB_dtrsm|UTL_NLA.BLAS_TRSM_
pinlaB_dtrsv|UTL_NLA.BLAS_TRSV_
pinlaB_saxpy|UTL_NLA.BLAS_AXPY_
pinlaB_isamax|UTL_NLA.BLAS_IAMAX_
pinlaB_sasum|UTL_NLA.BLAS_ASUM_
pinlaB_scopy|UTL_NLA.BLAS_COPY_
pinlaB_sgbmv|UTL_NLA.BLAS_GBMV_
pinlaB_sgemm|UTL_NLA.BLAS_GEMM_
pinlaB_sgemv|UTL_NLA.BLAS_GEMV_
pinlaB_sger|UTL_NLA.BLAS_GER_
pinlaB_sdot|UTL_NLA.BLAS_DOT_
pinlaB_snrm2|UTL_NLA.BLAS_NRM2_
pinlaB_srot|UTL_NLA.BLAS_ROT_
pinlaB_srotg|UTL_NLA.BLAS_ROTG_
pinlaB_ssbmv|UTL_NLA.BLAS_SBMV_
pinlaB_sscal|UTL_NLA.BLAS_SCAL_
pinlaB_sspmv|UTL_NLA.BLAS_SPMV_
pinlaB_sspr|UTL_NLA.BLAS_SPR_
pinlaB_sspr2|UTL_NLA.BLAS_SPR2_
pinlaB_sswap|UTL_NLA.BLAS_SWAP_
pinlaB_ssymm|UTL_NLA.BLAS_SYMM_
pinlaB_ssymv|UTL_NLA.BLAS_SYMV_
pinlaB_ssyr|UTL_NLA.BLAS_SYR_
pinlaB_ssyr2|UTL_NLA.BLAS_SYR2_
pinlaB_ssyr2k|UTL_NLA.BLAS_SYR2K_
pinlaB_ssyrk|UTL_NLA.BLAS_SYRK_
pinlaB_stbmv|UTL_NLA.BLAS_TBMV_
pinlaB_stbsv|UTL_NLA.BLAS_TBSV_
pinlaB_stpmv|UTL_NLA.BLAS_TPMV_
pinlaB_stpsv|UTL_NLA.BLAS_TPSV_
pinlaB_strmm|UTL_NLA.BLAS_TRMM_
pinlaB_strmv|UTL_NLA.BLAS_TRMV_
pinlaB_strsm|UTL_NLA.BLAS_TRSM_
pinlaB_strsv|UTL_NLA.BLAS_TRSV_
pinlaL_dgbsv|UTL_NLA_LAPACK_GBSV_
pinlaL_dgees|UTL_NLA.LAPACK_GEES_
pinlaL_dgeev|UTL_NLA.LAPACK_GEEV_
pinlaL_dgels|UTL_NLA.LAPACK_GELS_
pinlaL_dgesdd|UTL_NLA.LAPACK_GESDD_
pinlaL_dgesv|UTL_NLA.LAPACK_GESV_
pinlaL_dgesvd|UTL_NLA.LAPACK_GESVD_
pinlaL_dgtsv|UTL_NLA.LAPACK_GTSV_
pinlaL_dpbsv|UTL_NLA.LAPACK_PBSV_
pinlaL_dposv|UTL_NLA_LAPACK_POSV_
pinlaL_dppsv|UTL_NLA.LAPACK_PPSV_
pinlaL_dptsv|UTL_NLA.LAPACK_PTSV_
pinlaL_dsbev|UTL_NLA.LAPACL_SBEV_
pinlaL_dsbevd|UTL_NLA.LAPACL_SBEVD_
pinlaL_dspev|UTL_NLA.LAPACK_SPEV_
pinlaL_dspevd|UTL_NLA.LAPACK_SPEVD_
pinlaL_dspsv|UTL_NLA.LAPACK_SPSV_
pinlaL_dsyev|UTL_NLA.LAPACK_SYEV_
pinlaL_dsyevd|UTL_NLA.LAPACK_SYEVD_
pinlaL_dsysv|UTL_NLA.LAPACK_SYSV_
pinlaL_dstev|UTL_NLA.LAPACK_STEV_
pinlaL_dstevd|UTL_NLA.LAPACK_STEVD_
pinlaL_sgbsv|UTL_NLA_LAPACK_GBSV_
pinlaL_sgees|UTL_NLA.LAPACK_GEES_
pinlaL_sgeev|UTL_NLA.LAPACK_GEEV_
pinlaL_sgels|UTL_NLA.LAPACK_GELS_
pinlaL_sgesdd|UTL_NLA.LAPACK_GESDD_
pinlaL_sgesv|UTL_NLA.LAPACK_GESV_
pinlaL_sgesvd|UTL_NLA.LAPACK_GESVD_
pinlaL_sgtsv|UTL_NLA.LAPACK_GTSV_
pinlaL_spbsv|UTL_NLA.LAPACK_PBSV_
pinlaL_sposv|UTL_NLA_LAPACK_POSV_
pinlaL_sppsv|UTL_NLA.LAPACK_PPSV_
pinlaL_sptsv|UTL_NLA.LAPACK_PTSV_
pinlaL_ssbev|UTL_NLA.LAPACL_SBEV_
pinlaL_ssbevd|UTL_NLA.LAPACL_SBEVD_
pinlaL_sspev|UTL_NLA.LAPACK_SPEV_
pinlaL_sspevd|UTL_NLA.LAPACK_SPEVD_
pinlaL_sspsv|UTL_NLA.LAPACK_SPSV_
pinlaL_ssyev|UTL_NLA.LAPACK_SYEV_
pinlaL_ssyevd|UTL_NLA.LAPACK_SYEVD_
pinlaL_ssysv|UTL_NLA.LAPACK_SYSV_
pinlaL_sstev|UTL_NLA.LAPACK_STEV_
pinlaL_sstevd|UTL_NLA.LAPACK_STEVD_
pirg|utl_raw support
pirg2bd|UTL_RAW.PIRG2BD CAST_TO_BINARY_DOUBLE
pirg2bf|UTL_RAW.PIRG2BF CAST_TO_BINARY_FLOAT
pirg2bi|UTL_RAW.PIRG2BI CAST_TO_BINARY_INTEGER
pirg2mn|UTL_RAW.PIRG2MN CAST_TO_NUMBER
pirg2nvc|UTL_RAW.PIRG2NVC CAST_TO_NVARCHAR2
pirg2rw|UTL_RAW.PIRG2RW CAST_TO_RAW
pirg2vc|UTL_RAW.PIRG2VC CAST_TO_VARCHAR2
pirgcmp|UTL_RAW.PIRGCMP COMPARE
pirgcnr|UTL_RAW.PIRGCNR CONVERT
pirgcon|UTL_RAW.PIRGCON CONCAT
pirgcom|UTL_RAW.PIRGCOM BIT_COMPLEMENT
pirgcop|UTL_RAW.PIRGCOP COPIES
pirgfbd|UTL_RAW.PIRGFBF CAST_FROM_BINARY_DOUBLE
pirgfbf|UTL_RAW.PIRGFBF CAST_FROM_BINARY_FLOAT
pirgfbi|UTL_RAW.PIRGFBI CAST_FROM_BINARY_INTEGER
pirgfnm|UTL_RAW.PIRGFNM CAST_FROM_NUMBER
pirglen|UTL_RAW.PIRGLEN LENGTH
pirgopr|UTL_RAW.PIRGOPR BIT_AND BIT_OR BIT_XOR
pirgovr|UTL_RAW.PIRGOVR OVERLAY
pirgrev|UTL_RAW.PIRGREV REVERSE
pirgtrn|UTL_RAW.PIRGTRN TRANSLATE
pirgtrs|UTL_RAW.PIRGTRS TRANSLITERATE
pirgsub|UTL_RAW.PIRGSUB SUBSTR
pirgxra|UTL_RAW.PIRGXRA XRANGE
pism|utl_smtp support
pismescdot|UTL_SMPT.ESCAPE_DOT_I
pismmacmd5|UTL_SMTP.MAC_MD5_I
pismraise|UTL_SMPT.RAISE_I
pitc|utl_tcp support
pitcct|UTL_TCP.CONNECT_I
pitcda|UTL_TCP.DISCONNECT_ALL_I
pitcdct|UTL_TCP.DISCONNECT_I
