Ldi|date/time conversion
kkzidlused|DBMS_SNAPSHOT_UTL.DIRECT_LOAD_USED
kkzidro|DBMS_SNAP_INTERNAL.KKZIDRO DELETE_REFRESH_OPERATIONS
kkzienms|DBMS_SNAP_INTERNAL.KKZIENM ENSURE_NWAY_MASTER_SITE
kkzieoms|DBMS_SNAP_INTERNAL.KKZIEOM ENSURE_ONE_WAY_MASTER_SITE
kkziess|DBMS_SNAP_INTERNAL.KKZIESS ENSURE_SNAPSHOT_SITE
kkziexecddl|DBMS_REDEFINITION.PARSE_DDL
kkzifenq|DBMS_SNAPSHOT_KKXRCA.RELEASE_ENQ_SNAPSHOTS
kkziford|DBMS_REDEFINITION.FINISH_REDEF_INT
kkzifr3g|DBMS_SNAPSHOT_KKXRCA.REFRESH_INQ_SNAPSHOTS
kkzigbdb|DBMS_SNAP_INTERNAL.KKZIGBDB GET_BACK_END_DB
kkzigenq|DBMS_SNAPSHOT_KKXRCA.GET_ENQ_SNAPSHOTS
kkziglnm|DBMS_SNAPSHOT_UTL.GET_LOG_NAME
kkzigltyp|DBMS_SNAPSHOT_UTL.GET_LOG_TYPE
kkzigmbc|DBMS_SNAPSHOT_UTL.GET_MAX_BYTES_PER_CHAR
kkzigmv3g|DBMS_SNAPSHOT_UTL.GET_COLM_MASKVEC
kkzigpe|DBMS_SNAPSHOT_KKXRCA.GET_PARALLEL
kkzigpki|DBMS_SNAPSHOT_UTL.GET_PK_CONSTRAINT_INFO
kkzigrcol|DBMS_SNAPSHOT_UTL.GET_RELATIONAL_COLUMNS
kkzigsp|DBMS_SNAPSHOT_KKXRCA.GET_SESSION_ENV
kkzigunqnm|DBMS_REDEFINITION.GET_UNQ_NAME
kkzigtn|DBMS_REDEFINITION.GET_TABLE_NAME
kkzii_o2n|DBMS_SNAPSHOT_UTL.TRANS_IN_OLD2NEW
kkziibtrd|DBMS_SNAP_INTERNAL.KKZIIBTRD TEST_DIRECTION
kkziicsu|DBMS_SNAP_INTERNAL.IAS_CREATE_MV
kkzilnr3g|DBMS_SNAP_INTERNAL.LOC_NAME_RES3G LOCAL_NAME_RESOLVE
kkzimlt|DBMS_SNAPSHOT_UTL.MASTER_LOG_TYPE
kkzimroa|DBMS_SNAP_INTERNAL.MODIFY_RO_ATTRIBUTE
kkzio_n2o|DBMS_SNAPSHOT_UTL.TRANS_OUT_NEW2OLD
kkziofln|DBMS_SNAP_INTERNAL.INSTANTIATE_OFFLINE
kkziofvs|DBMS_SNAP_INTERNAL.VALIDATE_SQL
kkziorset|DBMS_REDEFINITION.SET_REDEF_SESSION
kkzipllg|DBMS_ISNAPSHOT.KKZIPLLG PURGE_LDR_LOG
kkzipsl_xid|DBMS_ISNAPSHOT.KKZIPSL_XID PURGE_LOG_XID
kkzirdobj|DBMS_REDEFINITION.REGISTER_DEP_OBJ_INT
kkzisbdb|DBMS_SNAPSHOT_INTERNAL.KKZISBDB SET_BACK_END_DB SYNC_BACK_END
kkziset|DBMS_SNAPSHOT_UTL.SETUP
kkzisf3g|DBMS_SNAPSHOT_KKXRCA.SCHEDULE_KERNEL_INTERFACE
kkzisint|DBMS_REDEFINITION.SYNC_INTERIM_INT
kkzisord|DBMS_REDEFINITION.START_REDEF_INT
kkzispe|DBMS_SNAPSHOT_KKXRCA.SET_PARALLEL_ENV
kkzisr_chk_tbl_priv|DBMS_SNAPSHOT_COMMON.CHECK_PRIVS_ON_TABLE_PRIVATE
kkzisr_do_refr_op|DBMS_SYNC_REFRESH_INTERNAL.DO_REFRESH_OPN_INTERNAL
kkzisr_prepstlog|DBMS_SYNC_REFRESH_INTERNAL.PREPARE_STAGING_LOG_INTERNAL
kkzisr_regmviews|DBMS_SYNC_REFRESH_INTERNAL.REGISTER_MVIEWS_INTERNAL
kkzisr_throwerr|DBMS_SYNC_REFRESH_INTERNAL.THROW_ERROR
kkzisro|DBMS_SNAP_INTERNAL.KKZISRO GENERATE_REFRESH_OPERATIONS
kkzissp|DBMS_SNAPSHOT_KKXRCA.SET_SESSION_ENV
kkzisu|DBMS_SNAPSHOT_UTL.SUBSCRIBE
kkzitti|DBMS_SNAP_INTERNAL.KKZITTI
kkziudobj|DBMS_REDEFINITION.UNREGISTER_DEP_OBJ_INT
kkziulph|DBMS_SNAPSHOT_UTL.UPDATE_LOG_PLACEHOLDER
kkzivcmp|DBMS_SNAPSHOT_UTL.KKZIVCMP VECTOR_COMPARE
kkzivfc|DBMS_SNAPSHOT_UTL.VERIFY_FC_AGE
kkzivld|DBMS_SNAPSHOT_UTL.VALIDATE
kkzivordclr|DBMS_REDEFINITION.VDOLLAR_ORD_CLR
kkzivordini|DBMS_REDEFINITION.VDOLLAR_ORD_INIT
kkziwrp|DBMS_SNAPSHOT_UTL.WRAPUP
kkzrgrc|DBMS_SNAP_REPAPI.GENERATE_REFRESH_CONTEXT
kl|loader
klc|column array builder
klclil1r|c level interface load 1 row
klcs|character set
kll|library
kllcqgf|circular queue get free slot
klllr|logical record
klm|memory
klmalf|allocate freeable memory
km|multi threaded/mman
kmgs|manage (sga) space (?)
kmgsdrv|driver
kmc|circuit
kmcadq|add circuit to a queue
kmcmbf|mark buffer
kmcrowrt|private functions
kmd|dispatcher
kmdmai|main loop
kmdrdp|run a dispatcher process
kmdu2s|route messages from user to server
kmm|monitor
kmmrdp|run dispatcher process
kmms|server
kmn|network
kmnsbm|buffer memory allocation callback
kmp|connection broker
kn|replication
kna|streams apply
knac|coordinator
knaladmAddAutoCDR|DBMS_GOLDENGATE_ADM_INT_INVOK.ADD_AUTO_CDR_INT
knaladmAddAutoCDRColGroup|DBMS_GOLDENGATE_ADM_INT_INVOK.ADD_AUTO_CDR_COLGROUP_INT
knaladmAddAutoCDRDeltaRes|DBMS_GOLDENGATE_ADM_INT_INVOK.ADD_AUTO_CDR_DELTA_RES_INT
knaladmAlterAutoCDR|DBMS_GOLDENGATE_ADM_INT_INVOK.ALTER_AUTO_CRD_INT
knaladmAlterAutoCDRColGroup|DBMS_GOLDENGATE_ADM_INT_INVOK.ALTER_AUTO_CDR_COLGROUP_INT
knaladmImportACDRMetadata|DBMS_GOLDENGATE_IMP.ACDR_UPDATE_METADATA
knaladmRemoveAutoCDR|DBMS_GOLDENGATE_ADM_INT_INVOK.REMOVE_AUTO_CRD_INT
knaladmRemoveAutoCDRColGroup|DBMS_GOLDENGATE_ADM_INT_INVOK.REMOVE_AUTO_CDR_COLGROUP_INT
knaladmRemoveAutoCDRDeltaRes|DBMS_GOLDENGATE_ADM_INT_INVOK.REMOVE_AUTO_CDR_DELTA_RES_INT
knalf|reader
knalExtractFromUserProps|DBMS_APPLY_ERROR.PROCESS_USER_PROPERTIES
knaliAlter|DBMS_APPLY_ADM_INTERNAL.ALTER_APPLY_INTERNAL
knaliCreate|DBMS_APPLY_ADM_INTERNAL.CREATE_APPLY_INTERNAL
knaliGetApplyNum|DBMS_APPLY_PROCESS.GET_APPLY#
knaliSetInstScn|DBMS_APPLY_ADM.SET_INSTANTIATION_SCN
knalperr|DBMS_APPLY_ERROR.PROCESS_ERRORS
knalsDropAPR|DBMS_APPLY_ADM_INTERNAL.DROP_APPLY_PROGRESS_REDO
knalsGetSender|DBMS_STREAMS.GET_SENDER_INTERNAL
knalspCleanApplySpill|DBMS_XSTREAM_ADM_UTL.CLEAN_APPLY_SPILL
knanr|propogation receiver
knas|server
knasxStopClient|DBMS_XSTREAM_ADM_UTL.STOP_XOUT_CLIENT
kncd|dequeue generic functions
kngocachep_ext|DBMS_LOGREP_UTIL.LCR_CACHE_PURGE
knl|streams replication
knlAnnotateDDL|DBMS_LOGREP_UTIL.DDL_ANNOTATE
knlBumpSCN|DBMS_LOGREP_UTIL.BUMP_SCN
knlCanonicalize|DBMS_LOGREP_UTIL.CANONICALIZE
knlChkPDBAccessCl|DBMS_LOGREP_UTIL_INVOK.CHECK_PDB_ACCESS
knlConvertPosition|DBMS_XSTREAM_ADM_INTERNAL.CONVERT_POSITION_INTERNAL
knlComparePosition|DBMS_XSTREAM_ADM.COMPARE_POSITION
knlCompatVarToInt|DBMS_LOGREP_UTIL.COMPATIBLE_VARCHAR_TO_INT
knlDisableTDupWorkspace|DBMS_XSTREAM_GG_INTERNAL.DISABLE_TDUP_WRKSPC_INT
knlEnableTDupWorkspace|DBMS_XSTREAM_GG_INTERNAL.ENABLE_TDUP_WORKSPACE_INT
knlGetAPRType|DBMS_APPLY_ADM_INTERNAL.UNPICKLE_PROGRESS_REDO_META
knlGetGGFlags|DBMS_XSTREAM_GG_INTERNAL.GET_GG_SESS_FLAGS_INT
knlGetProcUseContext|DBMS_LOGREP_UTIL.GET_PROCUSE_CONTEXT_INTERNAL
knlGetSubsetRules|DBMS_STREAMS_ADM_IVK.GET_SUBSET_RULES
knlGetUGAProcUseContext|DBMS_LOGREP_UTIL.GET_PROC_USE_CONTEXT_INT
knlIsPreObj|DBMS_CAPTURE_ADM_INTERNAL.VALIDATE_PREPARE_TABLE
knlIsTDupWrkspEnabled|DBMS_XSTREAM_GG_INTERNAL.IS_TDUP_WRKSPC_ENABLED_INT
knlLcrIntToExt|DBMS_LOGREP_UTIL.CONVERT_INT_TO_EXT_LCR
knlSetAllocatedMemory|DBMS_LOGREP_UTIL.SET_ALLOCATED_MEMORY
knlSetCcaMaxPercentage|DBMS_LOGREP_UTIL.SET_CCA_MAX_PERCENTAGE
knlSetGGFlags|DBMS_XSTREAM_GG_INTERNAL.SET_GG_SESS_FLAGS_INT
knlSetXStreamBit|DBMS_XSTREAM_ADM_UTL.SET_GG_XSTREAM_BIT
knlStartProc|DBMS_LOGREP_UTIL.START_PROCESS
knlStopProc|DBMS_LOGREP_UTIL.STOP_PROCESS
knlStorePrepareInfo|DBMS_CAPTURE_ADM_INTERNAL.STORE_PREPARE_INFO
knlUnPickleAPR|DBMS_APPLY_ADM_INTERNAL.UNPICKLE_APPLY_PROGRESS_REDO
knlUnPickleLsbyPR|DBMS_APPLY_ADM_INTERNAL.UNPICKLE_LSBY_PROGRESS_REDO
knl_DropTableSuppLog|DBMS_CAPTURE_ADM_INTERNAL.DROP_TABLE_SUPP_LOGGING
knlabortschemainst_cdb|DBMS_CAPTURE_ADM_INTERNAL.ABORT_SCHEMA_INST_CDB
knlaborttableinst_cdb|DBMS_CAPTURE_ADM_INTERNAL.ABORT_TABLE_INST_CDB
knlc|capture
knlcabortglobalinst|DBMS_CAPTURE_ADM_INTERNAL.ABORT_GLOBAL_INST
knlcabortglobalinst_pdb|DBMS_CAPTURE_ADM_INTERNAL.ABORT_GLOBAL_INST_ONE_PDB
knlciAddLogfile|DBMS_CAPTURE_ADM_INTERNAL.ADD_LOGFILE
knlciAlterCapture|DBMS_CAPTURE_ADM_INTERNAL.ALTER_CAPTURE_INTERNAL
knlciCreateCapture|DBMS_CAPTURE_ADM_INTERNAL.CREATE_CAPTURE_INTERNAL
knlciDropCapture|DBMS_CAPTURE_ADM_INTERNAL.DROP_CAPTURE
knlciIncludeExtraAttribute|DBMS_CAPTURE_ADM_INTERNAL.INCLUDE_EXTRA_ATTRIBUTE
knlciwfit|DBMS_CAPTURE_ADM_INTERNAL.WAIT_FOR_INFLIGHT_TXN
knlcprepglobalinst|DBMS_CAPTURE_ADM_INTERNAL.PREPARE_GLOBAL_INST
knlcprepglobalinst_pdb|BMS_CAPTURE_ADM_INTERNAL.PREPARE_GLOBAL_INST_ONE_PDB
knlcpreptabinst|DBMS_CAPTURE_ADM_INTERNAL.PREPARE_TABLE_INST
knlcpreptabinstuid|DBMS_CAPTURE_ADM_INTERNAL.PREPARE_TABLE_INST_UID
knlcsv|propogation sender
knldi_ProcSrcDropTable|DBMS_LOGREP_DEF_PROC_UTL.PROCESS_SRC_DROP_TABLE_INT
knldi_ProcSrcDropUser|DBMS_LOGREP_DEF_PROC_UTL.PROCESS_SRC_DROP_USER_INT
knldi_ProcSrcNewTable|DBMS_LOGREP_DEF_PROC_UTL.PROCESS_SRC_NEW_TABLE_INT
knldi_ProcSrcNewUser|DBMS_LOGREP_DEF_PROC_UTL.PROCESS_SRC_NEW_USER_INT
knlgetobjname|DBMS_LOGREP_UTIL_INVOK.GET_OBJECT_NAME
knlgcompat|DBMS_LOGREP_UTIL.GET_STR_COMPAT
knlgcscn|DBMS_LOGREP_UTIL.GET_CONSISTENT_SCN
knlgrantadmin|DBMS_XSTREAM_AUTH_IVK.GRANT_ADMIN_PRIVILEGE_PDBS
knlgrt|DBMS_STREAMS_ADM_IVK.GET_TAG_INTERNAL
knlgsn|DBMS_STREAMS.GET_STREAMS_NAME
knlgst|DBMS_STREAMS.GET_STREAMS_TYPE
knlgmt|DBMS_STREAMS_ADM_IVK..GET_MESSAGE_TRACKING_INTERNAL
knllcrtoxml|DBMS_STREAMS_LCR_INT.CONVERT_LCR_TO_XML_INT
knlprepschemainst_cdb|DBMS_CAPTURE_ADM_INTERNAL.PREPARE_SCHEMA_INST_CDB
knlprepsynctabs|DBMS_CAPTURE_ADM_INTERNAL.PREPARE_SYNC_TABLE_LIST
knlpreptableinst_cdb|DBMS_CAPTURE_ADM_INTERNAL.PREPARE_TABLE_INST_CDB
knlrevokeadmin|DBMS_XSTREAM_AUTH_IVK.REVOKE_ADMIN_PRIVILEGE_PDBS
knlsaoerr|DBMS_APPLY_ADM_INTERNAL.ALTER_OBJECT_ERROR_NOTIFIER
knlsaooper|DBMS_APPLY_ADM.SET_DML_HANDLER_INTERNAL
knlsiCmpOldVal|DBMS_APPLY_ADM_INTERNAL.COMPARE_OLD_VALUES_INTERNAL
knlsiInst|DBMS_LOGREP_IMP_INTERNAL.INSTANTIATE
knlsiRegRemObj|DBMS_APPLY_ADM_INTERNAL.REGISTER_REMOTE_OBJECT
knlsiValRemCol|DBMS_APPLY_ADM_INTERNAL.VALIDATE_REMOTE_COLUMN
knlsiitb|DBMS_APPLY_ADM_INTERNAL.INVALIDATE_TABLE_OBJECT
knlsiscc|DBMS_APPLY_ADM_INTERNAL.SET_CONSTRAINT_COLUMNS
knlsisoc|DBMS_APPLY_ADM_INTERNAL.SET_OBJECT_CONSTRAINT
knlsmt|DBMS_STREAMS_ADM_IVK.SET_MESSAGE_TRACKING_INTERNAL
knlspval|DBMS_LOGREP_UTIL.SET_PARAMETER
knlsrt|DBMS_STREAMS_ADM_IVK.SET_TAG
knlssaf|DBMS_LOGREP_UTIL.GET_STREAMS_AUTO_FILTER
knlsskeycol|DBMS_APPLY_ADM.SET_KEY_COLUMNS_INTERNAL
knltcfe|DBMS_STREAMS_TBS_INT.CHECK_FILE_EXISTS_CALLOUT
knltcpn|DBMS_STREAMS_TBS_INT.COMPARE_PATH_NAMES_CALLOUT
knltdel|DBMS_STREAMS_TBS_INT.REMOVE_FILE_CALLOUT
knltgfn|DBMS_STREAMS_TBS_INT.GENERATE_FILE_NAME_CALLOUT
knltpfn|DBMS_STREAMS_TBS_INT.PARSE_FILE_NAME_CALLOUT
knluGetConstraint|DBMS_LOGREP_UTIL_INVOK.GET_CONSTRAINT_NAME
knluIsCtasSupDml|DBMS_XSTREAM_GG_INTERNAL.IS_CTAS_NO_DML_SESS_INT
knluIsFooTriggSet|DBMS_XSTREAM_GG_INTERNAL.IS_FOO_TRIG_FIRE_AT_SESS_INT
knluIsMiningCharsetCompatible|DBMS_XSTREAM_GG_INTERNAL.IS_CHARSET_COMP_FOR_MINING
knluLock_3gl|DBMS_LOGREP_UTIL.GET_LOCK
knluNumSubs|DBMS_XSTREAM_ADM_UTL.NUM_SUBSCRIBERS
knluScnToPos|DBMS_XSTREAM_ADM_UTL.COVERT_SCN_TO_POS
knluSet3xIdenFlag|DBMS_LOGREP_UTIL.SET_3X_IDEN
knluSetCtasSupDml|DBMS_XSTREAM_GG_INTERNAL.SET_CTAS_SESS_CTX_INT
knluSetFooTrigg|DBMS_XSTREAM_GG_INTERNAL.SET_FOO_TRIGGER_CONTXT_INT
knluSetSuppLog|DBMS_LOGREP_UTIL.SET_SUPP_LOGGING
knluStreamsAdminCheck|DBMS_LOGREP_UTIL.CHECK_DV_STREAMS_ADMIN
knluUnLock_3gl|DBMS_LOGREP_UTIL.RELEASE_LOCK
knlu_mt_purge_btree|DBMS_LOGREP_UTIL.MESSAGE_TRACKING_PURGE
knlu_mt_resize_btree|DBMS_LOGREP_UTIL.MESSAGE_TRACKING_RESIZE_INT
knlu_txn_purge_btree|DBMS_LOGREP_UTIL.STREAMS_TRANSACTION_PURGE_INT
knluenst|DBMS_LOGREP_UTIL.ENSURE_STREAMS
knlurse|DBMS_LOGREP_UTIL.RAISE_SYSTEM_ERROR_3GL
knlursw|DBMS_LOGREP_UTIL.RAISE_SYSTEM_WARNING_3GL
knlustrcmpcs|DBMS_LOGREP_UTIL.STRCMP_CS
knlxmltolcr|DBMS_STREAMS_LCR_INT.CONVERT_XML_TO_LCR_INT
knlzseshasrol|DBMS_LOGREP_UTIL.SESS_HAS_ROLE
knlzusrhasrol|DBMS_LOGREP_UTIL.USER_HAS_ROLE
knt|(internal) triggers
kntxit|execute internal triggers
kntxlp|exeucte internal triggers for LOB piecewise
kntxrl|execute replication trigger for LOB
ko|objects
koc|cache manager
kociih|instantiate an instance in the object heap
kocedd|end duration
kod|data manager (pickler)
kodpunp|unpickle an image into an object
kodrdel|UTL_REF.DELETE_OBJECT
kodrlk|UTL_REF.LOCK_OBJECT
kodrsel|UTL_REF.SELECT_OBJECT
kodrslk|UTL_REF.LOCK_OBJECT
kodrslsn|UTL_REF.SELECT_OBJECT_WITH_CR
kodrupd|UTL_REF.UPDATE_OBJECT
koh|heap manager
kohaii|allocate and initialize an instance
kohalc|allocate memory chunk
kohatd|allocate using TDs
kohdee|duration entry end
kohdtg|duration table get a duration entry
kohedu|end an user duration
kohrsc|resize memory chunk
koi|interface
koicadt|construct ADT
koicupt|construct UPT
koio|?
koiocon|constructor
koionew|create (and pin) a new named instance
kok|kernel side
kokmrwo|KOK methods get new RWO vector enhanced with ordering
koka|access
kokd|driver
koke|OBJECTS images
koki|id generator
kokl|lob access
kokl3|temporary lob access
kokla|LOB default
koklcopy|lob copy
kolkcre|lob create
koklcpb2c|copy binary data into lob
koklcwrite|lob write
kokleva|lob evaluate
kokli|internal
kokliclo|create with another locator
kokligrd|initialize kdllfn with row data
koklm|lob Default
koklread|read
kokltrim|trim
koklv|lob default
koks|OBJECTS semantic analysis
kokt|OBJECTS DDL
kola|lob
kolaErrorHandler|error handler
kolc|?
kolcins|inset space for the element at the given index
kolccst|construct element callback
kole|lob default
kolfgdir|file get directory object path and filenames
koll|lob
kolo|OBJECTS images
kolr|lob refcount
kols|?
kolsins|insert space for the element at the given index
kolstins|tree insert space for the element at the given index
koluislc|UTL_COLL.IS_LOCATOR
kopetrv|kop engine and traverse
kopldsinit|kop lds initialize a pre-allocated lds
kos|stream interfaces for images/objects
kot|type manager
kotg|accessor (get)
koxs|lob Default
koxsihread|image handle write from buffer
koxs|OBJECTS streams
kp|programmatic interface
kpbf|progint miscellaneous
kpbfcopy|DBMS_FILE_TRANSFER.COPY_FILE_I
kpbfget|DBMS_FILE_TRANSFER.GET_FILE_I
kpbfput|DBMS_FILE_TRANSFER.PUT_FILE_I
kpce|streams advanaced queuing 
kpcm|streams advanaced queuing 
kpdb|pluggable database
kpdbCheckNFT|DBMS_PDB.KPDBCHECKNFT CHECK_NFT
kpdbCheckPlugCompatible|DBMS_PDB.KPDBCHECKPLUGCOMPATIBLE CHECK_PLUG_COMPATIBILITY
kpdbChkLockdown|DBMS_PDB.KPDBCHKLOCKDOWN CHECK_LOCKDOWN
kpdbCleanResolve|DBMS_PDB.KPDBCLEANRESOLVE CLEAR_PLUGIN_VIOLATIONS
kpdbCleanupTask|DBMS_PDB.KPDBCLEANUPTASK CLEANUP_TASK
kpdbConvertToLocal|DBMS_PDB.KPDBCONVERTTOLOCAL CONVERT_TO_LOCAL
kpdbCreateCFTables|DBMS_PDB.KPDBCREATECFTABLES CREATEX$PERMANENTTABLES
kpdbDescribe|DBMS_PDB.KPDBDESCRIBE DESCRIBE
kpdbDropCFTables|DBMS_PDB.KPDBDROPCFTABLES DROPX$PERMANENTTABLES
kpdbExecOracleScript|DBMS_PDB.EXEC_AS_ORACLE_SCRIPT
kpdbIsValidPath|DBMS_PDB.KPDBISVALIDPATH IS_VALID_PATH
kpdbNonCdb2Pdb|DBMS_PDB.KPDBNONCDB2PDB NONCDB_TO_PDB
kpdbPopulateSyncTable|DBMS_PDB.KPDBPOPULATESYNCTABLE POPULATESYNCTABLE
kpdbSync|DBMS_PDB.KPDBSYNC SYNC_PDB
kpdbRecover|DBMS_PDB.KPDBRECOVER RECOVER
kpdbUpdateCrossConStats|DBMS_PDB.KPDBCVUPDATECROSSCONSTRATS UPDATE_CDBVW_STATS
kpdbUpdateVsn|DBMS_PDB.KPDBUPDATEVSN UPDATE_VERSION
kpdbfCopyTaskCbk|parallel copy or move file task callback
kpdbfDeleteFile|delete a file based on copy or move
kpdbfdSetSharing|DBMS_PDB_ALTER_SHARING.KPDBFDSETSHARING SET_METADATA_LINKED SET_DATA_LINKED SET_EXT_DATA_LINKED SET_SHARING_NONE
kpdbfdSetProfExplicit|DBMS_PDB_ALTER_SHARING.KPDBFDSETPROFEXPLICIT SET_PROFILE_EXPLICIT
kpdbfdSetUserExplicit|DBMS_PDB_ALTER_SHARING.KPDBFDSETUSEREXPLICIT SET_USER_EXPLICIT
kpdbfdSetRoleExplicit|DBMS_PDB_ALTER_SHARING.KPDBFDSETROLEEXPLICIT SET_ROLE_EXPLICIT
kpfs|NPI
kpin|progint miscellaneous
kpk|OCI
kpkptResolveTNSName|DBMS_TNS.RESOLVE_TNSNAME
kpm|transparent session migration
kpn|OCI
kpo|oracle
kpoal8|V8 bundled execution
kpoaq|streams advanaced queuing 
kpoauth|authenticate
kpoclsa|close all cursors
kpodny|describe any arguments used
kpodp|direct path load
kpogsk|initializes the session and returns the encrypted session key
kpohal|This is the memory allocator that uses kpcch (the common heap module)
kpolob|lob operations
kpolal|lob allocator
kpon|streams advanaced queuing 
kponPurgeUnreachLoc|remove registrations for unreachable locations
kpond|streams advanced queuing notitication
kpoodr|replaces ttcdrv to handle pisdef in fastpath mode
kpoopq|set keyword value pair
kpooprx|open, parse, and optionally execute
kpor|stream protocol used by replication
kporpc|the oracle side function to start rpc
kposc|scrollable cursors
kpotc|setting up trusted external procedure callbacks
kpotx|local transaction coordination
kpotxen|2-phase end transaction driver
kpov|distributed transaction coordination
kpoxcAppContBeginReplay|DBMS_APP_CONT_PRVT.BEGIN_REPLAY
kpoxcAppContEndReplay|DBMS_APP_CONT_PRVT.END_REPLAY
kpoxcAppContPrepareReplay|DBMS_APP_CONT_PRVT.PREPARE_REPLAY_INT
kpp2|parse routine for dimensions
kpp3|parse routine for create/alter/drop summary statements
kppl|connection pool
kppliatpcp|DBMS_CONNECTION_POOL.ALTER_PARAM
kpplicfgcp|DBMS_CONNECTION_POOL.CONFIGURE_POOL
kpplistpcp|DBMS_CONNECTION_POOL.STOP_POOL
kpplistrcp|DBMS_CONNECTION_POOL.START_POOL
kpr|recursive program interface
kprball|execute all bundled kpr/rpi operations
kprc|copy routines
kps|transparent Session Migration
kpscrcap|DBMS_SESSION_STATE.SS_CAPTURE
kpscrmrk|DBMS_SESSION_STATE.SS_MARK_CAPTURE
kpscrres|DBMS_SESSION_STATE.SS_RESTORE
kpscrumk|DBMS_SESSION_STATE.SS_UNMARK_CAPTURE
kptsc|callback functions for streaming operations for replication
kpu|user
kpuaq|streams advanaced queuing 
kpuc|cursor management functions
kpucp|client side connection pooling support
kpudcn2c|convert Number to Character string
kpudp|DPAPI Load
kpuexec|execute
kpuexecv8|execute V8
kpufch|fetch one or more rows
kpuhh|handle heap
kpuhhalo|allocate memory freeable
kpun|streams advanaced queuing 
kpur|remote
kpurcs|call with service context
kpurcsc|remote call with service context, callbacks
kpureq|request (a statement to be executed)
kpuzxs|XS midtier
kq|query
kqaiconn|DBMS_DEBUG_JDWP.KQAICONN CONNECT_TCP
kqaidisc|DBMS_DEBUG_JDWP.KQAIDISC DISCONNECT
kqaignp|DBMS_DEBUG_JDWP.KQAIGNP GET_NLS_PARAMETERS
kqaigcsi|DBMS_DEBUG_JDWP.KQAIGCSI
kqaigcss|DBMS_DEBUG_JDWP.KQAIGCSS
kqaipcs|DBMS_DEBUG_JDWP.KQAIPCS PROCESS_CONNECT_STRING
kqaipde|PBDE.KQAIPDE INIT
kqairjd|DBMS_JAVA_DUMP.KQAIRJD DUMP
kqaisnp|DBMS_DEBUG_JDWP.KQAISNP SET_NLS_PARAMETERS
kqaivsn|DBMS_DEBUG_JDWP.KQAIVSN 
kqan|server side debug operations
kqap|server side debug operations
kqas|server side debug operations
kqd|dictionary management
kqdgtc|return an open and parsed cursor for a statement
kqdobu|verify object uniqueness (?)
kqf|fixed tables
kqfd|direct access to fixed tables
kqfp|packages
kqfrs|row source
kql|library cache
kqlb|bootstrapping support
kqld|dictionary callbacks
kqldprr|parent referential constraint read
kqlfgl|get row for Lock, fixed table support
kqlfgx|get row for access table entry, fixed table support
kqlftl|cache fixed Table for Locks callback
kqllod|database object load
kqlm|multi-instance manager
kqlnfy|notify
kqlp|sharing of sql statements
kqlr|remote
kqls|subordinate set manager
kqlsadd|add a new element to a subordinate set
kqlslod|load all subordinate set elements for a given heap
kqludp|update with dependencies
kqlvld|validate an object
kqr|dictionary/row cache
kqrpre|read a parent cache object
kr|recovery
kra|recovery area function
krb|backup restore
krb1g|read (and optionally validate) first block of file
krbabr|auto block media recovery
krbb|creation of a backuppiece
krbb3fwb|finish write buffer for creation of compressed backup pieces
krbb2ec|write backuplog records to controlfile at end of backup set
krbbcdo|compression do
krbbpc|piece create
krbc|controlfile
krbd|device control
krbfgh|read first block with kGfd. the block must have a kcbh header
krbfghv|Datafile/control header block Validation. callback from krb1g.
krbi|dbms_backup_restore package
krbi_beg_register_auxdfc|DBMS_BACKUP_RESTORE.KRBI_BEG_REGISTER_AUXDFC REGISTERAUXDFCOPY
krbi_chkcompalg|DBMS_BACKUP_RESTORE.KRBI_CHKCOMPALG CHECKCOMPRESSIONALG
krbi_cleanup_backup_records|DBMS_BACKUP_RESTORE.KRBI_CLEANUP_BACKUP_RECORDS CLEANUPBACKUPRECORDS
krbi_cleanup_foreign_all|DBMS_BACKUP_RESTORE.KRBI_CLEANUP_FOREIGN_ALL CLEANUPFOREIGNARCHIVEDLOGS
krbi_cleanup_pgax|DBMS_BACKUP_RESTORE.KRBI_CLEANUP_PGAX CLEANUPPGACONTEXT
krbi_clear_controlfile|DBMS_BACKUP_RESTORE.KRBI_CLEARCONTROLFILE CLEARCONTROLFILE
krbi_create_fra_acc|DBMS_BACKUP_RESTORE.KRBI_CREATE_FRA_ACC CREATEFRAAUXCFCOPY
krbi_create_fra_adc|DBMS_BACKUP_RESTORE.KRBI_CREATE_FRA_ADC CREATEFRAAUXDFCOPY
krbi_create_restorepoint|DBMS_BACKUP_RESTORE.KRBI_CREATE_RESTPOINT CREATERESTOREPOINT
krbi_create_xml|DBMS_BACKUP_RESTORE.KRBI_CREATE_XML CREATETEMPXMLFILE
krbi_describeremotepdb|DBMS_BACKUP_RESTORE.KRBI_DESCRIBEREMOTEPDB DESCRIBEREMOTEPDB
krbi_dupfileexists|DBMS_BACKUP_RESTORE.KRBI_DUPFILEEXISTS DUPLICATEFILEEXISTS
krbi_flashback_cf|DBMS_BACKUP_RESTORE.KRBI_FLASHBACK_CF FLASHBACKCONTROLFILE
krbi_free_storage_space|DBMS_BACKUP_RESTORE.KRBI_FREE_STORAGE_SPACE FREE_STORAGE_SPACE
krbi_gconnect_id|DBMS_BACKUP_RESTORE.KRBI_GCONNECT_ID GET_CONNECT_IDENTIFIER
